Date,España,Colombia,Malta
2021-10-12 00:00:00+00:00,4977448.0,4974400.0,37375
2021-10-13 00:00:00+00:00,4980206.0,4975656.0,37393
2021-10-14 00:00:00+00:00,4982138.0,4977043.0,37412
2021-10-15 00:00:00+00:00,4984386.0,4978689.0,37437
2021-10-16 00:00:00+00:00,4984386.0,4980233.0,37445
2021-10-17 00:00:00+00:00,4984386.0,4981532.0,37453
2021-10-18 00:00:00+00:00,4988878.0,4982575.0,37464
2021-10-19 00:00:00+00:00,4990767.0,4983527.0,37486
2021-10-20 00:00:00+00:00,4993295.0,4984751.0,37506
2021-10-21 00:00:00+00:00,4995176.0,4986249.0,37523
2021-10-22 00:00:00+00:00,4997732.0,4988021.0,37533
2021-10-23 00:00:00+00:00,4997732.0,4989681.0,37539
2021-10-24 00:00:00+00:00,4997732.0,4991050.0,37551
2021-10-25 00:00:00+00:00,5002217.0,4992586.0,37564
2021-10-26 00:00:00+00:00,5004143.0,4994014.0,37580
2021-10-27 00:00:00+00:00,5006675.0,4995694.0,37595
2021-10-28 00:00:00+00:00,5008887.0,4997444.0,37610
2021-10-29 00:00:00+00:00,5011148.0,4999048.0,37618
2021-10-30 00:00:00+00:00,5011148.0,5000677.0,37637
2021-10-31 00:00:00+00:00,5011148.0,5002387.0,37653
2021-11-01 00:00:00+00:00,5011148.0,5003977.0,37673
2021-11-02 00:00:00+00:00,5016968.0,5005402.0,37702
2021-11-03 00:00:00+00:00,5019255.0,5007099.0,37736
2021-11-04 00:00:00+00:00,5022546.0,5009007.0,37773
2021-11-05 00:00:00+00:00,5025639.0,5010982.0,37813
2021-11-06 00:00:00+00:00,5025639.0,5012981.0,37854
2021-11-07 00:00:00+00:00,5025639.0,5015042.0,37904
2021-11-08 00:00:00+00:00,5032056.0,5016959.0,37931
2021-11-09 00:00:00+00:00,5032056.0,5019158.0,37966
2021-11-10 00:00:00+00:00,5038517.0,5021619.0,38004
2021-11-11 00:00:00+00:00,5042803.0,5024263.0,38067
2021-11-12 00:00:00+00:00,5047156.0,5026822.0,38117
2021-11-13 00:00:00+00:00,5047156.0,5029335.0,38168
2021-11-14 00:00:00+00:00,5047156.0,5031945.0,38200
2021-11-15 00:00:00+00:00,5056954.0,5034266.0,38255
2021-11-16 00:00:00+00:00,5061045.0,5036287.0,38319
2021-11-17 00:00:00+00:00,5067712.0,5038544.0,38383
2021-11-18 00:00:00+00:00,5074027.0,5040665.0,38449
2021-11-19 00:00:00+00:00,5080663.0,5042822.0,38528
2021-11-20 00:00:00+00:00,5080663.0,5045412.0,38587
2021-11-21 00:00:00+00:00,5080663.0,5048061.0,38709
2021-11-22 00:00:00+00:00,5096538.0,5050255.0,38771
2021-11-23 00:00:00+00:00,5103315.0,5052733.0,38842
2021-11-24 00:00:00+00:00,5111842.0,5055253.0,38928
2021-11-25 00:00:00+00:00,5121100.0,5057897.0,39011
2021-11-26 00:00:00+00:00,5131012.0,5060557.0,39067
2021-11-27 00:00:00+00:00,5131012.0,5063177.0,39162
2021-11-28 00:00:00+00:00,5131012.0,5065373.0,39234
2021-11-29 00:00:00+00:00,5153923.0,5067348.0,39329
2021-11-30 00:00:00+00:00,5164184.0,5069644.0,39435
2021-12-01 00:00:00+00:00,5174720.0,5071817.0,39530
2021-12-02 00:00:00+00:00,5189220.0,5074079.0,39668
2021-12-03 00:00:00+00:00,5202958.0,5076378.0,39806
2021-12-04 00:00:00+00:00,5202958.0,5078987.0,39865
2021-12-05 00:00:00+00:00,5202958.0,5081064.0,39934
2021-12-06 00:00:00+00:00,5202958.0,5082762.0,40015
2021-12-07 00:00:00+00:00,5246766.0,5084466.0,40101
2021-12-08 00:00:00+00:00,5246766.0,5086381.0,40188
2021-12-09 00:00:00+00:00,5273178.0,5088008.0,40269
2021-12-10 00:00:00+00:00,5290273.0,5089695.0,40357
2021-12-11 00:00:00+00:00,5290190.0,5091508.0,40468
2021-12-12 00:00:00+00:00,5290190.0,5093534.0,40546
2021-12-13 00:00:00+00:00,5339992.0,5095821.0,40624
2021-12-14 00:00:00+00:00,5366128.0,5097680.0,40724
2021-12-15 00:00:00+00:00,5393268.0,5099746.0,40892
2021-12-16 00:00:00+00:00,5422168.0,5101466.0,41059
2021-12-17 00:00:00+00:00,5455527.0,5103269.0,41280
2021-12-18 00:00:00+00:00,5455527.0,5105285.0,41571
2021-12-19 00:00:00+00:00,5455527.0,5107323.0,41853
2021-12-20 00:00:00+00:00,5535231.0,5109022.0,42105
2021-12-21 00:00:00+00:00,5585054.0,5110788.0,42491
2021-12-22 00:00:00+00:00,5645095.0,5112719.0,43073
2021-12-23 00:00:00+00:00,5718007.0,5115194.0,43806
2021-12-24 00:00:00+00:00,5718007.0,5118254.0,44761
2021-12-25 00:00:00+00:00,5718007.0,5121668.0,45678
2021-12-26 00:00:00+00:00,5718007.0,5124690.0,46250
2021-12-27 00:00:00+00:00,5932626.0,5127971.0,47082
2021-12-28 00:00:00+00:00,6032297.0,5132277.0,48380
2021-12-29 00:00:00+00:00,6133057.0,5138603.0,49717
2021-12-30 00:00:00+00:00,6294745.0,5147039.0,51070
2021-12-31 00:00:00+00:00,6294745.0,5157440.0,52473
2022-01-01 00:00:00+00:00,6294745.0,5169855.0,53503
2022-01-02 00:00:00+00:00,6294745.0,5181173.0,54250
2022-01-03 00:00:00+00:00,6667511.0,5191021.0,55062
2022-01-04 00:00:00+00:00,6785286.0,5203374.0,56209
2022-01-05 00:00:00+00:00,6922466.0,5219633.0,57131
2022-01-06 00:00:00+00:00,6922466.0,5242672.0,58275
2022-01-07 00:00:00+00:00,7164906.0,5268862.0,59061
2022-01-08 00:00:00+00:00,7164906.0,5300032.0,59823
2022-01-09 00:00:00+00:00,7164906.0,5330662.0,60386
2022-01-10 00:00:00+00:00,7457300.0,5357767.0,60823
2022-01-11 00:00:00+00:00,7592242.0,5380841.0,61255
2022-01-12 00:00:00+00:00,7771367.0,5410698.0,61928
2022-01-13 00:00:00+00:00,7930528.0,5440981.0,62390
2022-01-14 00:00:00+00:00,8093036.0,5475904.0,62906
2022-01-15 00:00:00+00:00,8093036.0,5511479.0,63409
2022-01-16 00:00:00+00:00,8093036.0,5543796.0,63710
2022-01-17 00:00:00+00:00,8424503.0,5568068.0,63998
2022-01-18 00:00:00+00:00,8518975.0,5596917.0,64377
2022-01-19 00:00:00+00:00,8676916.0,5624520.0,64719
2022-01-20 00:00:00+00:00,8834363.0,5655026.0,65005
2022-01-21 00:00:00+00:00,8975458.0,5686065.0,65311
2022-01-22 00:00:00+00:00,8975458.0,5714092.0,65596
2022-01-23 00:00:00+00:00,8975458.0,5740179.0,65869
2022-01-24 00:00:00+00:00,9280890.0,5761398.0,66071
2022-01-25 00:00:00+00:00,9395767.0,5780910.0,66394
2022-01-26 00:00:00+00:00,9529320.0,5798799.0,66708
2022-01-27 00:00:00+00:00,9660208.0,5816462.0,66938
2022-01-28 00:00:00+00:00,9779130.0,5837408.0,67167
2022-01-29 00:00:00+00:00,9779130.0,5855858.0,67357
2022-01-30 00:00:00+00:00,9779130.0,5871977.0,67548
2022-01-31 00:00:00+00:00,9961253.0,5887261.0,67717
2022-02-01 00:00:00+00:00,10039126.0,5901715.0,67966
2022-02-02 00:00:00+00:00,10125348.0,5916825.0,68193
2022-02-03 00:00:00+00:00,10199716.0,5930393.0,68433
2022-02-04 00:00:00+00:00,10199716.0,5943783.0,68647
2022-02-05 00:00:00+00:00,10199716.0,5956350.0,68842
2022-02-06 00:00:00+00:00,10199716.0,5966706.0,69000
2022-02-07 00:00:00+00:00,10395471.0,5975786.0,69175
2022-02-08 00:00:00+00:00,10439302.0,5985516.0,69361
2022-02-09 00:00:00+00:00,10502141.0,5994301.0,69533
2022-02-10 00:00:00+00:00,10555196.0,6002570.0,69651
2022-02-11 00:00:00+00:00,10604200.0,6007991.0,69794
2022-02-12 00:00:00+00:00,10604200.0,6014563.0,69901
2022-02-13 00:00:00+00:00,10604200.0,6020095.0,70017
2022-02-14 00:00:00+00:00,10672906.0,6023257.0,70089
2022-02-15 00:00:00+00:00,10707286.0,6026988.0,70211
2022-02-16 00:00:00+00:00,10744394.0,6031130.0,70328
2022-02-17 00:00:00+00:00,10778607.0,6035143.0,70437
2022-02-18 00:00:00+00:00,10809222.0,6039163.0,70516
2022-02-19 00:00:00+00:00,10809222.0,6043661.0,70588
2022-02-20 00:00:00+00:00,10809222.0,6047042.0,70665
2022-02-21 00:00:00+00:00,10858000.0,6049952.0,70739
2022-02-22 00:00:00+00:00,10880193.0,6052126.0,70829
2022-02-23 00:00:00+00:00,10914105.0,6054307.0,70908
2022-02-24 00:00:00+00:00,10949997.0,6056556.0,71003
2022-02-25 00:00:00+00:00,10977524.0,6058715.0,71083
2022-02-26 00:00:00+00:00,10977524.0,6060793.0,71179
2022-02-27 00:00:00+00:00,10977524.0,6062701.0,71235
2022-02-28 00:00:00+00:00,10977524.0,6064583.0,71275
2022-03-01 00:00:00+00:00,11036085.0,6065801.0,71361
2022-03-02 00:00:00+00:00,11054888.0,6067023.0,71455
2022-03-03 00:00:00+00:00,11078028.0,6068074.0,71581
2022-03-04 00:00:00+00:00,11100428.0,6069425.0,71679
2022-03-05 00:00:00+00:00,11100428.0,6070616.0,71800
2022-03-06 00:00:00+00:00,11100428.0,6071704.0,71899
2022-03-07 00:00:00+00:00,11136425.0,6072656.0,71971
2022-03-08 00:00:00+00:00,11159574.0,6073416.0,72130
2022-03-09 00:00:00+00:00,11181510.0,6074155.0,72268
2022-03-10 00:00:00+00:00,11204125.0,6074874.0,72421
2022-03-11 00:00:00+00:00,11223974.0,6075656.0,72560
2022-03-12 00:00:00+00:00,11223974.0,6076333.0,72687
2022-03-13 00:00:00+00:00,11223974.0,6076819.0,72858
2022-03-14 00:00:00+00:00,11223974.0,6077288.0,73001
2022-03-15 00:00:00+00:00,11260040.0,6077861.0,73195
2022-03-16 00:00:00+00:00,11260040.0,6078487.0,73424
2022-03-17 00:00:00+00:00,11260040.0,6079231.0,73728
2022-03-18 00:00:00+00:00,11324637.0,6079896.0,74029
2022-03-19 00:00:00+00:00,11324637.0,6080589.0,74315
2022-03-20 00:00:00+00:00,11324637.0,6081131.0,74518
2022-03-21 00:00:00+00:00,11324637.0,6081639.0,74769
2022-03-22 00:00:00+00:00,11378784.0,6081933.0,75102
2022-03-23 00:00:00+00:00,11378784.0,6082226.0,75477
2022-03-24 00:00:00+00:00,11378784.0,6082577.0,75892
2022-03-25 00:00:00+00:00,11451676.0,6082943.0,76357
2022-03-26 00:00:00+00:00,11451676.0,6083291.0,76749
2022-03-27 00:00:00+00:00,11451676.0,6083643.0,77102
2022-03-28 00:00:00+00:00,11451676.0,6083939.0,77102
2022-03-29 00:00:00+00:00,11508309.0,6084240.0,77102
2022-03-30 00:00:00+00:00,11508309.0,6084551.0,78779
2022-03-31 00:00:00+00:00,11508309.0,6084916.0,79539
2022-04-01 00:00:00+00:00,11551574.0,6085270.0,80198
2022-04-02 00:00:00+00:00,11551574.0,6085618.0,80989
2022-04-03 00:00:00+00:00,11551574.0,6085926.0,81596
2022-04-04 00:00:00+00:00,11551574.0,6086233.0,82126
2022-04-05 00:00:00+00:00,,,82126
